uik;okrug;tik;voters;turnout_pct;candidates_with_pct
3434;Красноглинский;Сергиевская;556;78.96;Боброва: 6.2%, Маркаров: 4.1%, Меньших: 4.1%, Портнягин: 79.0%, Сазонов: 6.6%
3436;Красноглинский;Сергиевская;853;79.13;Боброва: 7.4%, Маркаров: 6.2%, Меньших: 4.3%, Портнягин: 79.1%, Сазонов: 2.4%
4301;Красноглинский;Челно-Вершинская;528;96.40;Боброва: 4.9%, Маркаров: 0.8%, Меньших: 3.0%, Портнягин: 90.0%, Сазонов: 1.4%
4302;Красноглинский;Челно-Вершинская;188;96.28;Боброва: 4.4%, Маркаров: 0.6%, Меньших: 2.8%, Портнягин: 90.1%, Сазонов: 2.2%
4303;Красноглинский;Челно-Вершинская;190;93.16;Боброва: 1.1%, Маркаров: 1.7%, Меньших: 5.7%, Портнягин: 90.4%, Сазонов: 1.1%
4304;Красноглинский;Челно-Вершинская;605;96.69;Боброва: 4.3%, Маркаров: 1.9%, Меньших: 2.2%, Портнягин: 90.4%, Сазонов: 1.2%
4305;Красноглинский;Челно-Вершинская;400;94.25;Боброва: 5.0%, Маркаров: 0.5%, Меньших: 2.6%, Портнягин: 90.2%, Сазонов: 1.6%
4306;Красноглинский;Челно-Вершинская;58;96.55;Боброва: 0.0%, Маркаров: 0.0%, Меньших: 1.8%, Портнягин: 94.6%, Сазонов: 3.6%
4307;Красноглинский;Челно-Вершинская;93;96.77;Боброва: 4.4%, Маркаров: 0.0%, Меньших: 3.3%, Портнягин: 90.0%, Сазонов: 2.2%
4308;Красноглинский;Челно-Вершинская;226;96.90;Боброва: 3.6%, Маркаров: 1.8%, Меньших: 2.3%, Портнягин: 90.4%, Сазонов: 1.8%
4309;Красноглинский;Челно-Вершинская;213;96.24;Боброва: 1.5%, Маркаров: 2.4%, Меньших: 0.5%, Портнягин: 92.7%, Сазонов: 2.9%
4310;Красноглинский;Челно-Вершинская;320;96.88;Боброва: 1.6%, Маркаров: 2.3%, Меньших: 1.3%, Портнягин: 93.5%, Сазонов: 1.3%
4311;Красноглинский;Челно-Вершинская;365;97.26;Боброва: 3.4%, Маркаров: 1.4%, Меньших: 2.2%, Портнягин: 91.0%, Сазонов: 2.0%
4312;Красноглинский;Челно-Вершинская;182;97.25;Боброва: 5.1%, Маркаров: 0.0%, Меньших: 3.4%, Портнягин: 90.4%, Сазонов: 1.1%
4313;Красноглинский;Челно-Вершинская;106;96.23;Боброва: 3.9%, Маркаров: 1.0%, Меньших: 2.9%, Портнягин: 90.2%, Сазонов: 2.0%
4314;Красноглинский;Челно-Вершинская;449;96.21;Боброва: 3.2%, Маркаров: 1.4%, Меньших: 3.2%, Портнягин: 90.0%, Сазонов: 2.1%
4315;Красноглинский;Челно-Вершинская;197;95.43;Боброва: 4.8%, Маркаров: 0.0%, Меньших: 1.6%, Портнягин: 90.4%, Сазонов: 3.2%
4316;Красноглинский;Челно-Вершинская;355;96.90;Боброва: 5.5%, Маркаров: 0.3%, Меньших: 2.3%, Портнягин: 90.4%, Сазонов: 1.4%
4317;Красноглинский;Челно-Вершинская;1141;96.49;Боброва: 1.8%, Маркаров: 3.5%, Меньших: 3.3%, Портнягин: 90.0%, Сазонов: 1.4%
4318;Красноглинский;Челно-Вершинская;1379;96.01;Боброва: 4.2%, Маркаров: 2.1%, Меньших: 1.6%, Портнягин: 90.0%, Сазонов: 2.0%
4319;Красноглинский;Челно-Вершинская;763;95.94;Боброва: 3.3%, Маркаров: 2.7%, Меньших: 2.5%, Портнягин: 90.0%, Сазонов: 1.5%
4320;Красноглинский;Челно-Вершинская;839;95.83;Боброва: 6.0%, Маркаров: 0.8%, Меньших: 2.0%, Портнягин: 90.0%, Сазонов: 1.2%
4322;Красноглинский;Челно-Вершинская;582;96.05;Боброва: 8.6%, Маркаров: 0.2%, Меньших: 0.9%, Портнягин: 90.2%, Сазонов: 0.2%
4323;Красноглинский;Челно-Вершинская;317;95.27;Боброва: 5.0%, Маркаров: 1.0%, Меньших: 1.7%, Портнягин: 90.7%, Сазонов: 1.3%
4324;Красноглинский;Челно-Вершинская;448;96.65;Боброва: 4.4%, Маркаров: 1.4%, Меньших: 2.5%, Портнягин: 90.1%, Сазонов: 1.6%
4325;Красноглинский;Челно-Вершинская;280;96.07;Боброва: 4.1%, Маркаров: 0.0%, Меньших: 3.4%, Портнягин: 90.0%, Сазонов: 2.6%
4326;Красноглинский;Челно-Вершинская;485;97.32;Боброва: 5.3%, Маркаров: 0.6%, Меньших: 2.5%, Портнягин: 90.2%, Сазонов: 1.3%
4327;Красноглинский;Челно-Вершинская;281;95.37;Боброва: 4.1%, Маркаров: 1.5%, Меньших: 1.9%, Портнягин: 91.0%, Сазонов: 1.5%
4328;Красноглинский;Челно-Вершинская;152;96.05;Боброва: 5.5%, Маркаров: 2.7%, Меньших: 0.7%, Портнягин: 90.4%, Сазонов: 0.7%
4401;Красноглинский;Шенталинская;162;95.68;Боброва: 9.0%, Маркаров: 1.9%, Меньших: 1.3%, Портнягин: 84.5%, Сазонов: 2.6%
4402;Красноглинский;Шенталинская;224;94.20;Боброва: 15.6%, Маркаров: 1.4%, Меньших: 1.4%, Портнягин: 79.6%, Сазонов: 1.4%
4403;Красноглинский;Шенталинская;166;98.80;Боброва: 1.8%, Маркаров: 0.0%, Меньших: 1.2%, Портнягин: 92.7%, Сазонов: 4.3%
4404;Красноглинский;Шенталинская;123;98.37;Боброва: 3.3%, Маркаров: 2.5%, Меньших: 0.8%, Портнягин: 86.8%, Сазонов: 5.8%
4405;Красноглинский;Шенталинская;103;99.03;Боброва: 4.9%, Маркаров: 1.0%, Меньших: 1.0%, Портнягин: 88.2%, Сазонов: 4.9%
4406;Красноглинский;Шенталинская;597;95.48;Боброва: 2.5%, Маркаров: 4.0%, Меньших: 3.7%, Портнягин: 88.2%, Сазонов: 1.6%
4407;Красноглинский;Шенталинская;324;95.99;Боброва: 2.2%, Маркаров: 6.4%, Меньших: 2.9%, Портнягин: 84.6%, Сазонов: 3.5%
4408;Красноглинский;Шенталинская;287;97.91;Боброва: 1.4%, Маркаров: 0.7%, Меньших: 0.7%, Портнягин: 95.0%, Сазонов: 2.1%
4409;Красноглинский;Шенталинская;630;96.35;Боброва: 4.0%, Маркаров: 4.3%, Меньших: 3.6%, Портнягин: 82.5%, Сазонов: 5.6%
4410;Красноглинский;Шенталинская;121;97.52;Боброва: 5.1%, Маркаров: 0.8%, Меньших: 4.2%, Портнягин: 87.3%, Сазонов: 2.5%
4411;Красноглинский;Шенталинская;327;95.41;Боброва: 4.8%, Маркаров: 3.5%, Меньших: 3.9%, Портнягин: 83.0%, Сазонов: 4.8%
4412;Красноглинский;Шенталинская;212;95.28;Боброва: 1.0%, Маркаров: 1.0%, Меньших: 1.5%, Портнягин: 83.2%, Сазонов: 12.4%
4413;Красноглинский;Шенталинская;101;96.04;Боброва: 13.4%, Маркаров: 2.1%, Меньших: 1.0%, Портнягин: 81.4%, Сазонов: 2.1%
4414;Красноглинский;Шенталинская;280;96.07;Боброва: 8.2%, Маркаров: 2.2%, Меньших: 1.1%, Портнягин: 84.0%, Сазонов: 4.5%
4415;Красноглинский;Шенталинская;252;98.02;Боброва: 10.9%, Маркаров: 3.2%, Меньших: 1.6%, Портнягин: 80.2%, Сазонов: 2.8%
4416;Красноглинский;Шенталинская;119;94.96;Боброва: 9.7%, Маркаров: 1.8%, Меньших: 1.8%, Портнягин: 82.3%, Сазонов: 4.4%
4417;Красноглинский;Шенталинская;171;95.32;Боброва: 9.2%, Маркаров: 3.7%, Меньших: 1.8%, Портнягин: 80.4%, Сазонов: 4.3%
4418;Красноглинский;Шенталинская;113;97.35;Боброва: 11.8%, Маркаров: 2.7%, Меньших: 2.7%, Портнягин: 80.9%, Сазонов: 1.8%
4419;Красноглинский;Шенталинская;218;98.17;Боброва: 2.3%, Маркаров: 1.9%, Меньших: 1.9%, Портнягин: 89.7%, Сазонов: 4.2%
4420;Красноглинский;Шенталинская;138;97.83;Боброва: 3.0%, Маркаров: 2.2%, Меньших: 1.5%, Портнягин: 89.6%, Сазонов: 3.7%
4421;Красноглинский;Шенталинская;452;95.58;Боброва: 14.8%, Маркаров: 0.0%, Меньших: 4.6%, Портнягин: 80.1%, Сазонов: 0.0%
4422;Красноглинский;Шенталинская;104;96.15;Боброва: 4.0%, Маркаров: 2.0%, Меньших: 3.0%, Портнягин: 80.0%, Сазонов: 9.0%
4423;Красноглинский;Шенталинская;922;99.24;Боброва: 4.6%, Маркаров: 2.4%, Меньших: 2.1%, Портнягин: 88.5%, Сазонов: 2.3%
4424;Красноглинский;Шенталинская;721;98.89;Боброва: 7.4%, Маркаров: 3.0%, Меньших: 1.1%, Портнягин: 85.5%, Сазонов: 3.0%
4425;Красноглинский;Шенталинская;794;97.86;Боброва: 3.7%, Маркаров: 1.0%, Меньших: 1.2%, Портнягин: 93.2%, Сазонов: 0.9%
4426;Красноглинский;Шенталинская;823;97.93;Боброва: 6.3%, Маркаров: 4.0%, Меньших: 2.7%, Портнягин: 80.8%, Сазонов: 6.2%
4427;Красноглинский;Шенталинская;1073;98.32;Боброва: 15.4%, Маркаров: 0.6%, Меньших: 4.8%, Портнягин: 74.1%, Сазонов: 4.2%
201;Жигулевский;Безенчукская;2240;82.01;Гусейнов: 2.0%, Гутник: 0.7%, Пухаев: 1.4%, Трифонов: 75.0%, Усов: 20.0%
202;Жигулевский;Безенчукская;2233;74.56;Гусейнов: 4.8%, Гутник: 6.1%, Пухаев: 3.6%, Трифонов: 81.0%, Усов: 4.2%
203;Жигулевский;Безенчукская;1187;80.62;Гусейнов: 1.0%, Гутник: 0.9%, Пухаев: 1.7%, Трифонов: 75.1%, Усов: 20.4%
204;Жигулевский;Безенчукская;1006;80.52;Гусейнов: 0.7%, Гутник: 2.5%, Пухаев: 0.9%, Трифонов: 75.1%, Усов: 20.1%
205;Жигулевский;Безенчукская;1074;85.94;Гусейнов: 1.4%, Гутник: 0.8%, Пухаев: 7.6%, Трифонов: 74.0%, Усов: 14.8%
206;Жигулевский;Безенчукская;1101;80.02;Гусейнов: 1.0%, Гутник: 1.5%, Пухаев: 0.8%, Трифонов: 75.9%, Усов: 20.0%
207;Жигулевский;Безенчукская;2162;83.58;Гусейнов: 0.5%, Гутник: 0.7%, Пухаев: 1.5%, Трифонов: 77.0%, Усов: 20.0%
208;Жигулевский;Безенчукская;1034;81.04;Гусейнов: 0.7%, Гутник: 1.1%, Пухаев: 0.7%, Трифонов: 77.0%, Усов: 19.9%
209;Жигулевский;Безенчукская;1016;85.04;Гусейнов: 3.8%, Гутник: 5.4%, Пухаев: 1.3%, Трифонов: 77.2%, Усов: 12.3%
210;Жигулевский;Безенчукская;1014;87.97;Гусейнов: 7.8%, Гутник: 5.0%, Пухаев: 4.5%, Трифонов: 77.6%, Усов: 4.5%
211;Жигулевский;Безенчукская;2019;78.70;Гусейнов: 1.9%, Гутник: 1.0%, Пухаев: 1.9%, Трифонов: 75.0%, Усов: 20.1%
212;Жигулевский;Безенчукская;198;84.85;Гусейнов: 1.8%, Гутник: 1.8%, Пухаев: 1.2%, Трифонов: 75.0%, Усов: 20.2%
213;Жигулевский;Безенчукская;1265;88.54;Гусейнов: 4.9%, Гутник: 4.6%, Пухаев: 3.3%, Трифонов: 72.6%, Усов: 12.6%
214;Жигулевский;Безенчукская;730;79.18;Гусейнов: 3.3%, Гутник: 2.2%, Пухаев: 1.9%, Трифонов: 74.9%, Усов: 15.2%
215;Жигулевский;Безенчукская;159;92.45;Гусейнов: 6.8%, Гутник: 6.8%, Пухаев: 1.4%, Трифонов: 71.4%, Усов: 13.6%
216;Жигулевский;Безенчукская;137;85.40;Гусейнов: 3.4%, Гутник: 1.7%, Пухаев: 0.0%, Трифонов: 74.4%, Усов: 20.5%
217;Жигулевский;Безенчукская;678;80.83;Гусейнов: 1.6%, Гутник: 0.4%, Пухаев: 0.9%, Трифонов: 77.0%, Усов: 20.1%
218;Жигулевский;Безенчукская;1112;80.04;Гусейнов: 0.3%, Гутник: 0.3%, Пухаев: 0.6%, Трифонов: 78.1%, Усов: 20.7%
219;Жигулевский;Безенчукская;371;69.00;Гусейнов: 1.6%, Гутник: 0.0%, Пухаев: 2.4%, Трифонов: 73.8%, Усов: 18.9%
220;Жигулевский;Безенчукская;172;84.88;Гусейнов: 1.4%, Гутник: 2.0%, Пухаев: 0.7%, Трифонов: 75.3%, Усов: 20.6%
221;Жигулевский;Безенчукская;1174;91.06;Гусейнов: 0.3%, Гутник: 3.7%, Пухаев: 0.5%, Трифонов: 75.3%, Усов: 19.7%
222;Жигулевский;Безенчукская;607;88.80;Гусейнов: 2.0%, Гутник: 0.6%, Пухаев: 1.7%, Трифонов: 75.0%, Усов: 20.0%
223;Жигулевский;Безенчукская;327;81.65;Гусейнов: 2.2%, Гутник: 1.5%, Пухаев: 0.8%, Трифонов: 75.7%, Усов: 19.9%
224;Жигулевский;Безенчукская;246;84.55;Гусейнов: 0.0%, Гутник: 1.9%, Пухаев: 1.4%, Трифонов: 76.4%, Усов: 20.2%
225;Жигулевский;Безенчукская;537;86.96;Гусейнов: 1.3%, Гутник: 0.6%, Пухаев: 0.4%, Трифонов: 77.5%, Усов: 20.1%
226;Жигулевский;Безенчукская;806;83.13;Гусейнов: 1.5%, Гутник: 1.0%, Пухаев: 0.5%, Трифонов: 74.9%, Усов: 20.0%
227;Жигулевский;Безенчукская;425;85.18;Гусейнов: 1.4%, Гутник: 0.0%, Пухаев: 1.1%, Трифонов: 77.6%, Усов: 19.9%
228;Жигулевский;Безенчукская;226;84.96;Гусейнов: 7.8%, Гутник: 11.5%, Пухаев: 8.8%, Трифонов: 62.5%, Усов: 9.4%
229;Жигулевский;Безенчукская;149;95.97;Гусейнов: 0.0%, Гутник: 0.7%, Пухаев: 1.4%, Трифонов: 80.4%, Усов: 17.5%
230;Жигулевский;Безенчукская;580;85.34;Гусейнов: 0.0%, Гутник: 11.1%, Пухаев: 0.0%, Трифонов: 77.0%, Усов: 11.9%
231;Жигулевский;Безенчукская;114;82.46;Гусейнов: 2.1%, Гутник: 1.1%, Пухаев: 1.1%, Трифонов: 75.5%, Усов: 20.2%
232;Жигулевский;Безенчукская;631;83.36;Гусейнов: 0.4%, Гутник: 0.9%, Пухаев: 0.4%, Трифонов: 77.2%, Усов: 19.4%
233;Жигулевский;Безенчукская;664;85.54;Гусейнов: 2.8%, Гутник: 4.4%, Пухаев: 2.8%, Трифонов: 79.4%, Усов: 10.6%
901;Жигулевский;Жигулевская городская;2185;57.85;Гусейнов: 1.7%, Гутник: 3.3%, Пухаев: 3.2%, Трифонов: 83.3%, Усов: 5.8%
902;Жигулевский;Жигулевская городская;2136;67.98;Гусейнов: 7.4%, Гутник: 9.4%, Пухаев: 6.8%, Трифонов: 56.4%, Усов: 14.2%
903;Жигулевский;Жигулевская городская;2338;57.78;Гусейнов: 9.3%, Гутник: 10.1%, Пухаев: 8.2%, Трифонов: 43.7%, Усов: 21.0%
904;Жигулевский;Жигулевская городская;1997;52.63;Гусейнов: 8.1%, Гутник: 6.0%, Пухаев: 6.6%, Трифонов: 55.7%, Усов: 19.0%
905;Жигулевский;Жигулевская городская;1977;62.32;Гусейнов: 5.0%, Гутник: 5.7%, Пухаев: 5.1%, Трифонов: 67.7%, Усов: 13.5%
906;Жигулевский;Жигулевская городская;2024;59.98;Гусейнов: 4.3%, Гутник: 6.4%, Пухаев: 5.3%, Трифонов: 69.2%, Усов: 12.5%
907;Жигулевский;Жигулевская городская;1171;61.06;Гусейнов: 7.4%, Гутник: 6.2%, Пухаев: 8.8%, Трифонов: 55.8%, Усов: 17.5%
908;Жигулевский;Жигулевская городская;1177;45.37;Гусейнов: 7.9%, Гутник: 12.4%, Пухаев: 14.1%, Трифонов: 20.5%, Усов: 25.8%
909;Жигулевский;Жигулевская городская;2227;48.50;Гусейнов: 6.2%, Гутник: 9.2%, Пухаев: 5.2%, Трифонов: 55.1%, Усов: 18.4%
910;Жигулевский;Жигулевская городская;2119;58.47;Гусейнов: 7.0%, Гутник: 6.9%, Пухаев: 6.0%, Трифонов: 62.1%, Усов: 14.9%
911;Жигулевский;Жигулевская городская;2222;58.19;Гусейнов: 9.7%, Гутник: 9.2%, Пухаев: 8.9%, Трифонов: 44.1%, Усов: 20.2%
912;Жигулевский;Жигулевская городская;2233;56.96;Гусейнов: 7.6%, Гутник: 7.6%, Пухаев: 8.2%, Трифонов: 53.8%, Усов: 18.2%
913;Жигулевский;Жигулевская городская;2345;56.67;Гусейнов: 8.2%, Гутник: 11.0%, Пухаев: 8.9%, Трифонов: 48.7%, Усов: 16.4%
914;Жигулевский;Жигулевская городская;2461;57.09;Гусейнов: 10.8%, Гутник: 12.9%, Пухаев: 15.2%, Трифонов: 24.3%, Усов: 28.3%
915;Жигулевский;Жигулевская городская;2106;54.46;Гусейнов: 9.2%, Гутник: 8.9%, Пухаев: 9.9%, Трифонов: 50.2%, Усов: 16.0%
916;Жигулевский;Жигулевская городская;2309;52.88;Гусейнов: 8.4%, Гутник: 8.2%, Пухаев: 9.0%, Трифонов: 48.1%, Усов: 19.1%
917;Жигулевский;Жигулевская городская;2131;68.37;Гусейнов: 7.9%, Гутник: 8.4%, Пухаев: 8.8%, Трифонов: 51.0%, Усов: 17.0%
918;Жигулевский;Жигулевская городская;2035;67.37;Гусейнов: 3.9%, Гутник: 5.1%, Пухаев: 3.9%, Трифонов: 79.4%, Усов: 5.1%
919;Жигулевский;Жигулевская городская;1984;52.22;Гусейнов: 6.5%, Гутник: 5.1%, Пухаев: 6.3%, Трифонов: 58.3%, Усов: 19.0%
920;Жигулевский;Жигулевская городская;1805;58.89;Гусейнов: 4.6%, Гутник: 12.9%, Пухаев: 2.3%, Трифонов: 58.0%, Усов: 15.7%
921;Жигулевский;Жигулевская городская;377;41.11;Гусейнов: 11.6%, Гутник: 11.6%, Пухаев: 6.5%, Трифонов: 31.6%, Усов: 26.4%
922;Жигулевский;Жигулевская городская;741;68.96;Гусейнов: 1.8%, Гутник: 3.7%, Пухаев: 2.4%, Трифонов: 80.6%, Усов: 8.6%
923;Жигулевский;Жигулевская городская;746;64.88;Гусейнов: 9.7%, Гутник: 8.9%, Пухаев: 6.2%, Трифонов: 56.2%, Усов: 12.6%
924;Жигулевский;Жигулевская городская;607;69.52;Гусейнов: 7.3%, Гутник: 12.3%, Пухаев: 9.7%, Трифонов: 50.2%, Усов: 14.4%
925;Жигулевский;Жигулевская городская;304;78.62;Гусейнов: 13.0%, Гутник: 7.5%, Пухаев: 6.3%, Трифонов: 51.9%, Усов: 14.2%
1601;Жигулевский;Красноармейская;1015;72.71;Гусейнов: 11.4%, Гутник: 12.9%, Пухаев: 11.0%, Трифонов: 39.7%, Усов: 17.6%
1602;Жигулевский;Красноармейская;833;77.55;Гусейнов: 7.1%, Гутник: 7.3%, Пухаев: 8.1%, Трифонов: 65.0%, Усов: 11.9%
1603;Жигулевский;Красноармейская;832;74.16;Гусейнов: 10.5%, Гутник: 12.8%, Пухаев: 1.0%, Трифонов: 60.0%, Усов: 15.1%
1604;Жигулевский;Красноармейская;920;70.22;Гусейнов: 6.3%, Гутник: 7.0%, Пухаев: 1.1%, Трифонов: 75.8%, Усов: 9.1%
1605;Жигулевский;Красноармейская;153;100.00;Гусейнов: 4.6%, Гутник: 5.9%, Пухаев: 3.9%, Трифонов: 80.4%, Усов: 1.3%
1606;Жигулевский;Красноармейская;256;91.80;Гусейнов: 0.8%, Гутник: 4.3%, Пухаев: 0.0%, Трифонов: 90.6%, Усов: 4.3%
1607;Жигулевский;Красноармейская;301;87.04;Гусейнов: 3.4%, Гутник: 4.6%, Пухаев: 2.3%, Трифонов: 78.2%, Усов: 8.4%
1608;Жигулевский;Красноармейская;217;84.33;Гусейнов: 1.1%, Гутник: 2.7%, Пухаев: 2.7%, Трифонов: 88.0%, Усов: 5.5%
1609;Жигулевский;Красноармейская;115;86.96;Гусейнов: 7.0%, Гутник: 2.0%, Пухаев: 3.0%, Трифонов: 81.0%, Усов: 5.0%
1610;Жигулевский;Красноармейская;362;85.36;Гусейнов: 2.3%, Гутник: 2.9%, Пухаев: 2.6%, Трифонов: 83.8%, Усов: 8.1%
1611;Жигулевский;Красноармейская;138;82.61;Гусейнов: 10.5%, Гутник: 5.3%, Пухаев: 0.0%, Трифонов: 71.9%, Усов: 12.3%
1612;Жигулевский;Красноармейская;155;83.87;Гусейнов: 3.1%, Гутник: 1.5%, Пухаев: 0.8%, Трифонов: 92.3%, Усов: 2.3%
1613;Жигулевский;Красноармейская;107;84.11;Гусейнов: 0.0%, Гутник: 0.0%, Пухаев: 0.0%, Трифонов: 93.3%, Усов: 6.7%
1614;Жигулевский;Красноармейская;418;84.69;Гусейнов: 2.8%, Гутник: 3.7%, Пухаев: 4.2%, Трифонов: 84.5%, Усов: 4.0%
1615;Жигулевский;Красноармейская;267;91.01;Гусейнов: 8.6%, Гутник: 12.8%, Пухаев: 7.0%, Трифонов: 62.1%, Усов: 9.5%
1616;Жигулевский;Красноармейская;297;95.29;Гусейнов: 3.5%, Гутник: 3.5%, Пухаев: 3.5%, Трифонов: 81.3%, Усов: 8.1%
1617;Жигулевский;Красноармейская;323;91.02;Гусейнов: 2.7%, Гутник: 3.1%, Пухаев: 2.7%, Трифонов: 87.4%, Усов: 4.1%
1618;Жигулевский;Красноармейская;273;81.32;Гусейнов: 5.0%, Гутник: 8.6%, Пухаев: 6.8%, Трифонов: 69.8%, Усов: 8.6%
1619;Жигулевский;Красноармейская;691;88.13;Гусейнов: 5.9%, Гутник: 4.8%, Пухаев: 4.1%, Трифонов: 71.3%, Усов: 10.5%
1620;Жигулевский;Красноармейская;126;82.54;Гусейнов: 1.9%, Гутник: 3.9%, Пухаев: 6.7%, Трифонов: 74.0%, Усов: 11.5%
1621;Жигулевский;Красноармейская;167;95.81;Гусейнов: 3.1%, Гутник: 3.1%, Пухаев: 2.5%, Трифонов: 86.9%, Усов: 2.5%
1622;Жигулевский;Красноармейская;85;94.12;Гусейнов: 2.5%, Гутник: 3.8%, Пухаев: 3.8%, Трифонов: 87.5%, Усов: 2.5%
1623;Жигулевский;Красноармейская;1041;90.20;Гусейнов: 1.1%, Гутник: 8.6%, Пухаев: 8.5%, Трифонов: 75.1%, Усов: 6.7%
1624;Жигулевский;Красноармейская;198;85.86;Гусейнов: 3.5%, Гутник: 13.5%, Пухаев: 8.8%, Трифонов: 62.9%, Усов: 11.2%
1625;Жигулевский;Красноармейская;98;90.82;Гусейнов: 4.5%, Гутник: 2.2%, Пухаев: 10.1%, Трифонов: 61.8%, Усов: 16.9%
1626;Жигулевский;Красноармейская;97;95.88;Гусейнов: 2.1%, Гутник: 4.3%, Пухаев: 5.4%, Трифонов: 86.0%, Усов: 2.1%
1627;Жигулевский;Красноармейская;536;86.94;Гусейнов: 0.6%, Гутник: 6.0%, Пухаев: 3.4%, Трифонов: 76.0%, Усов: 13.9%
1628;Жигулевский;Красноармейская;435;84.83;Гусейнов: 3.8%, Гутник: 4.1%, Пухаев: 3.8%, Трифонов: 80.2%, Усов: 8.1%
1629;Жигулевский;Красноармейская;339;85.55;Гусейнов: 3.1%, Гутник: 3.8%, Пухаев: 2.8%, Трифонов: 82.8%, Усов: 2.4%
1630;Жигулевский;Красноармейская;657;86.91;Гусейнов: 6.1%, Гутник: 5.2%, Пухаев: 4.9%, Трифонов: 73.4%, Усов: 10.3%
2001;Жигулевский;Октябрьская городская;1098;79.33;Гусейнов: 3.1%, Гутник: 4.2%, Пухаев: 0.2%, Трифонов: 84.7%, Усов: 5.2%
2002;Жигулевский;Октябрьская городская;963;60.23;Гусейнов: 6.4%, Гутник: 9.5%, Пухаев: 6.4%, Трифонов: 54.7%, Усов: 16.9%
2003;Жигулевский;Октябрьская городская;980;73.47;Гусейнов: 6.0%, Гутник: 8.2%, Пухаев: 6.5%, Трифонов: 61.4%, Усов: 13.9%
2004;Жигулевский;Октябрьская городская;1063;57.10;Гусейнов: 8.2%, Гутник: 13.0%, Пухаев: 6.9%, Трифонов: 46.3%, Усов: 19.8%
2005;Жигулевский;Октябрьская городская;1033;64.18;Гусейнов: 7.5%, Гутник: 9.5%, Пухаев: 7.7%, Трифонов: 53.9%, Усов: 17.6%
2006;Жигулевский;Октябрьская городская;1037;96.05;Гусейнов: 0.9%, Гутник: 2.5%, Пухаев: 1.0%, Трифонов: 93.5%, Усов: 1.6%
2007;Жигулевский;Октябрьская городская;975;52.21;Гусейнов: 4.3%, Гутник: 2.8%, Пухаев: 4.3%, Трифонов: 73.5%, Усов: 11.4%
2008;Жигулевский;Октябрьская городская;886;88.60;Гусейнов: 4.1%, Гутник: 9.7%, Пухаев: 9.7%, Трифонов: 70.1%, Усов: 6.5%
2009;Жигулевский;Октябрьская городская;1099;89.08;Гусейнов: 4.5%, Гутник: 8.2%, Пухаев: 0.7%, Трифонов: 83.7%, Усов: 2.0%
2010;Жигулевский;Октябрьская городская;1035;92.75;Гусейнов: 4.2%, Гутник: 4.6%, Пухаев: 0.9%, Трифонов: 89.3%, Усов: 1.0%
2011;Жигулевский;Октябрьская городская;994;69.32;Гусейнов: 5.7%, Гутник: 9.1%, Пухаев: 10.2%, Трифонов: 56.2%, Усов: 15.8%
2012;Жигулевский;Октябрьская городская;1102;78.13;Гусейнов: 3.7%, Гутник: 6.2%, Пухаев: 4.5%, Трифонов: 72.0%, Усов: 12.0%
2013;Жигулевский;Октябрьская городская;1049;67.87;Гусейнов: 7.2%, Гутник: 9.6%, Пухаев: 8.6%, Трифонов: 49.0%, Усов: 17.3%
2014;Жигулевский;Октябрьская городская;903;72.54;Гусейнов: 8.6%, Гутник: 7.6%, Пухаев: 4.4%, Трифонов: 62.9%, Усов: 13.3%
2015;Жигулевский;Октябрьская городская;861;84.90;Гусейнов: 4.7%, Гутник: 7.7%, Пухаев: 3.6%, Трифонов: 69.0%, Усов: 11.2%
2016;Жигулевский;Октябрьская городская;917;71.43;Гусейнов: 7.9%, Гутник: 8.2%, Пухаев: 6.1%, Трифонов: 56.6%, Усов: 14.2%
2017;Жигулевский;Октябрьская городская;901;71.14;Гусейнов: 5.0%, Гутник: 7.6%, Пухаев: 3.6%, Трифонов: 76.1%, Усов: 7.5%
2201;Жигулевский;Пестравская;845;96.45;Гусейнов: 3.2%, Гутник: 1.4%, Пухаев: 0.5%, Трифонов: 91.4%, Усов: 2.0%
2202;Жигулевский;Пестравская;752;97.07;Гусейнов: 1.4%, Гутник: 1.4%, Пухаев: 1.1%, Трифонов: 90.1%, Усов: 4.1%
2203;Жигулевский;Пестравская;301;95.02;Гусейнов: 2.1%, Гутник: 2.1%, Пухаев: 2.5%, Трифонов: 91.3%, Усов: 2.1%
2204;Жигулевский;Пестравская;259;100.00;Гусейнов: 0.0%, Гутник: 1.2%, Пухаев: 2.7%, Трифонов: 91.5%, Усов: 4.6%
2205;Жигулевский;Пестравская;274;95.99;Гусейнов: 2.3%, Гутник: 1.5%, Пухаев: 1.5%, Трифонов: 90.5%, Усов: 3.4%
2206;Жигулевский;Пестравская;311;95.82;Гусейнов: 3.7%, Гутник: 3.0%, Пухаев: 0.3%, Трифонов: 90.6%, Усов: 2.4%
2207;Жигулевский;Пестравская;655;97.56;Гусейнов: 2.4%, Гутник: 2.8%, Пухаев: 1.2%, Трифонов: 90.3%, Усов: 2.8%
2208;Жигулевский;Пестравская;513;95.91;Гусейнов: 1.4%, Гутник: 1.0%, Пухаев: 1.4%, Трифонов: 95.1%, Усов: 1.0%
2209;Жигулевский;Пестравская;250;98.40;Гусейнов: 0.0%, Гутник: 3.2%, Пухаев: 0.0%, Трифонов: 95.5%, Усов: 1.2%
