uik;okrug;tik;voters;turnout_pct;candidates_with_pct
118;Самарский;Алексеевская;361;88.64;Диянчук: 2.8%, Лескин: 7.2%, Микулов: 1.6%, Селиванов: 2.2%, Степанов: 5.0%, Томчук: 2.2%, Фетисов: 78.4%
126;Самарский;Алексеевская;306;90.20;Диянчук: 6.5%, Лескин: 10.9%, Микулов: 6.2%, Селиванов: 6.5%, Степанов: 5.1%, Томчук: 4.0%, Фетисов: 60.9%
127;Самарский;Алексеевская;314;89.81;Диянчук: 2.1%, Лескин: 10.3%, Микулов: 4.3%, Селиванов: 0.0%, Степанов: 0.0%, Томчук: 3.2%, Фетисов: 80.1%
401;Самарский;Большеглушицкая;869;85.04;Диянчук: 5.7%, Лескин: 4.7%, Микулов: 2.4%, Селиванов: 3.2%, Степанов: 1.6%, Томчук: 4.6%, Фетисов: 77.7%
402;Самарский;Большеглушицкая;453;86.75;Диянчук: 1.8%, Лескин: 7.6%, Микулов: 1.3%, Селиванов: 1.8%, Степанов: 5.8%, Томчук: 5.1%, Фетисов: 76.6%
403;Самарский;Большеглушицкая;406;84.98;Диянчук: 3.2%, Лескин: 3.8%, Микулов: 2.0%, Селиванов: 1.2%, Степанов: 4.3%, Томчук: 2.6%, Фетисов: 82.9%
404;Самарский;Большеглушицкая;132;79.55;Диянчук: 2.9%, Лескин: 10.5%, Микулов: 2.9%, Селиванов: 3.8%, Степанов: 7.6%, Томчук: 3.8%, Фетисов: 64.8%
405;Самарский;Большеглушицкая;615;84.88;Диянчук: 1.5%, Лескин: 6.3%, Микулов: 3.3%, Селиванов: 3.1%, Степанов: 6.7%, Томчук: 2.5%, Фетисов: 76.0%
406;Самарский;Большеглушицкая;404;85.64;Диянчук: 3.2%, Лескин: 7.2%, Микулов: 4.6%, Селиванов: 1.4%, Степанов: 3.2%, Томчук: 2.0%, Фетисов: 77.2%
407;Самарский;Большеглушицкая;392;85.71;Диянчук: 2.1%, Лескин: 4.8%, Микулов: 3.6%, Селиванов: 2.4%, Степанов: 6.5%, Томчук: 3.0%, Фетисов: 75.9%
408;Самарский;Большеглушицкая;353;87.25;Диянчук: 1.6%, Лескин: 11.0%, Микулов: 5.5%, Селиванов: 1.3%, Степанов: 2.3%, Томчук: 1.9%, Фетисов: 75.7%
410;Самарский;Большеглушицкая;134;85.82;Диянчук: 0.9%, Лескин: 7.8%, Микулов: 3.5%, Селиванов: 6.1%, Степанов: 9.6%, Томчук: 7.8%, Фетисов: 64.3%
411;Самарский;Большеглушицкая;758;92.88;Диянчук: 3.1%, Лескин: 6.7%, Микулов: 5.5%, Селиванов: 2.6%, Степанов: 3.0%, Томчук: 1.6%, Фетисов: 77.6%
412;Самарский;Большеглушицкая;411;92.21;Диянчук: 1.3%, Лескин: 7.7%, Микулов: 3.4%, Селиванов: 2.4%, Степанов: 3.7%, Томчук: 1.6%, Фетисов: 80.0%
413;Самарский;Большеглушицкая;169;85.80;Диянчук: 2.1%, Лескин: 11.7%, Микулов: 7.6%, Селиванов: 5.5%, Степанов: 1.4%, Томчук: 1.4%, Фетисов: 69.7%
414;Самарский;Большеглушицкая;436;85.09;Диянчук: 1.4%, Лескин: 0.0%, Микулов: 4.0%, Селиванов: 4.0%, Степанов: 11.9%, Томчук: 0.0%, Фетисов: 77.1%
415;Самарский;Большеглушицкая;246;87.40;Диянчук: 0.0%, Лескин: 6.0%, Микулов: 2.3%, Селиванов: 4.7%, Степанов: 3.3%, Томчук: 4.2%, Фетисов: 77.7%
416;Самарский;Большеглушицкая;435;85.06;Диянчук: 2.4%, Лескин: 5.1%, Микулов: 3.0%, Селиванов: 3.2%, Степанов: 6.2%, Томчук: 2.7%, Фетисов: 77.3%
417;Самарский;Большеглушицкая;716;85.75;Диянчук: 2.8%, Лескин: 4.2%, Микулов: 2.6%, Селиванов: 1.9%, Степанов: 5.0%, Томчук: 1.9%, Фетисов: 81.4%
418;Самарский;Большеглушицкая;686;84.55;Диянчук: 2.2%, Лескин: 2.9%, Микулов: 1.4%, Селиванов: 2.8%, Степанов: 4.8%, Томчук: 8.6%, Фетисов: 76.9%
419;Самарский;Большеглушицкая;1377;86.93;Диянчук: 2.1%, Лескин: 3.3%, Микулов: 1.8%, Селиванов: 1.9%, Степанов: 3.2%, Томчук: 2.1%, Фетисов: 85.0%
420;Самарский;Большеглушицкая;728;87.50;Диянчук: 3.3%, Лескин: 1.4%, Микулов: 6.6%, Селиванов: 0.5%, Степанов: 2.5%, Томчук: 7.1%, Фетисов: 75.0%
421;Самарский;Большеглушицкая;712;84.69;Диянчук: 1.7%, Лескин: 4.6%, Микулов: 7.1%, Селиванов: 2.2%, Степанов: 4.6%, Томчук: 2.6%, Фетисов: 77.1%
422;Самарский;Большеглушицкая;686;86.30;Диянчук: 4.2%, Лескин: 5.7%, Микулов: 1.4%, Селиванов: 2.9%, Степанов: 4.4%, Томчук: 1.0%, Фетисов: 77.0%
423;Самарский;Большеглушицкая;1355;87.16;Диянчук: 7.4%, Лескин: 1.9%, Микулов: 0.4%, Селиванов: 3.4%, Степанов: 5.2%, Томчук: 0.7%, Фетисов: 78.0%
501;Самарский;Большечерниговская;1023;88.37;Диянчук: 0.9%, Лескин: 6.5%, Микулов: 1.0%, Селиванов: 0.0%, Степанов: 1.3%, Томчук: 3.4%, Фетисов: 86.4%
502;Самарский;Большечерниговская;534;94.76;Диянчук: 2.0%, Лескин: 3.0%, Микулов: 1.6%, Селиванов: 2.4%, Степанов: 0.6%, Томчук: 0.4%, Фетисов: 90.1%
503;Самарский;Большечерниговская;354;92.09;Диянчук: 1.8%, Лескин: 8.3%, Микулов: 1.8%, Селиванов: 1.2%, Степанов: 1.8%, Томчук: 0.9%, Фетисов: 83.4%
504;Самарский;Большечерниговская;1017;85.05;Диянчук: 3.4%, Лескин: 6.6%, Микулов: 4.4%, Селиванов: 3.0%, Степанов: 2.3%, Томчук: 1.2%, Фетисов: 79.2%
505;Самарский;Большечерниговская;521;95.97;Диянчук: 0.2%, Лескин: 2.8%, Микулов: 0.4%, Селиванов: 0.4%, Степанов: 1.2%, Томчук: 0.4%, Фетисов: 94.0%
506;Самарский;Большечерниговская;1055;90.43;Диянчук: 1.1%, Лескин: 3.8%, Микулов: 0.9%, Селиванов: 0.8%, Степанов: 2.1%, Томчук: 0.7%, Фетисов: 90.6%
507;Самарский;Большечерниговская;880;89.89;Диянчук: 1.8%, Лескин: 6.1%, Микулов: 0.2%, Селиванов: 3.8%, Степанов: 3.2%, Томчук: 4.3%, Фетисов: 77.6%
508;Самарский;Большечерниговская;1051;90.01;Диянчук: 1.5%, Лескин: 5.2%, Микулов: 1.7%, Селиванов: 1.5%, Степанов: 3.1%, Томчук: 2.0%, Фетисов: 82.8%
509;Самарский;Большечерниговская;450;94.89;Диянчук: 4.5%, Лескин: 0.0%, Микулов: 4.9%, Селиванов: 2.3%, Степанов: 0.0%, Томчук: 2.6%, Фетисов: 80.3%
510;Самарский;Большечерниговская;640;95.00;Диянчук: 0.3%, Лескин: 4.1%, Микулов: 0.2%, Селиванов: 0.2%, Степанов: 0.2%, Томчук: 0.2%, Фетисов: 94.9%
512;Самарский;Большечерниговская;130;96.15;Диянчук: 4.8%, Лескин: 8.8%, Микулов: 0.0%, Селиванов: 0.0%, Степанов: 0.0%, Томчук: 0.0%, Фетисов: 86.4%
514;Самарский;Большечерниговская;830;95.18;Диянчук: 0.4%, Лескин: 11.0%, Микулов: 0.4%, Селиванов: 0.6%, Степанов: 1.3%, Томчук: 1.3%, Фетисов: 85.1%
515;Самарский;Большечерниговская;224;97.77;Диянчук: 2.3%, Лескин: 5.5%, Микулов: 2.7%, Селиванов: 3.2%, Степанов: 5.0%, Томчук: 0.5%, Фетисов: 80.8%
516;Самарский;Большечерниговская;199;97.99;Диянчук: 2.6%, Лескин: 3.1%, Микулов: 2.6%, Селиванов: 2.6%, Степанов: 1.5%, Томчук: 1.5%, Фетисов: 86.2%
517;Самарский;Большечерниговская;203;97.54;Диянчук: 0.0%, Лескин: 5.0%, Микулов: 0.0%, Селиванов: 3.0%, Степанов: 0.0%, Томчук: 0.0%, Фетисов: 91.9%
518;Самарский;Большечерниговская;254;96.46;Диянчук: 0.8%, Лескин: 3.7%, Микулов: 1.2%, Селиванов: 0.4%, Степанов: 1.6%, Томчук: 1.6%, Фетисов: 90.6%
520;Самарский;Большечерниговская;465;95.05;Диянчук: 3.9%, Лескин: 3.2%, Микулов: 2.7%, Селиванов: 1.1%, Степанов: 3.6%, Томчук: 2.9%, Фетисов: 75.8%
522;Самарский;Большечерниговская;309;99.03;Диянчук: 4.9%, Лескин: 8.5%, Микулов: 2.9%, Селиванов: 1.6%, Степанов: 2.0%, Томчук: 0.3%, Фетисов: 79.7%
523;Самарский;Большечерниговская;304;98.03;Диянчук: 2.7%, Лескин: 3.7%, Микулов: 1.0%, Селиванов: 2.7%, Степанов: 2.4%, Томчук: 2.4%, Фетисов: 85.2%
524;Самарский;Большечерниговская;294;99.32;Диянчук: 1.0%, Лескин: 2.7%, Микулов: 2.4%, Селиванов: 1.0%, Степанов: 1.4%, Томчук: 1.4%, Фетисов: 90.1%
525;Самарский;Большечерниговская;334;94.91;Диянчук: 2.2%, Лескин: 6.6%, Микулов: 0.6%, Селиванов: 1.6%, Степанов: 2.8%, Томчук: 1.3%, Фетисов: 84.9%
526;Самарский;Большечерниговская;148;98.65;Диянчук: 0.0%, Лескин: 4.1%, Микулов: 0.0%, Селиванов: 3.4%, Степанов: 2.0%, Томчук: 0.0%, Фетисов: 90.4%
527;Самарский;Большечерниговская;693;95.24;Диянчук: 1.1%, Лескин: 3.2%, Микулов: 0.6%, Селиванов: 5.8%, Степанов: 2.9%, Томчук: 1.5%, Фетисов: 85.0%
528;Самарский;Большечерниговская;368;94.84;Диянчук: 2.0%, Лескин: 6.6%, Микулов: 2.3%, Селиванов: 3.4%, Степанов: 1.7%, Томчук: 2.0%, Фетисов: 80.5%
701;Самарский;Волжская-159;1660;53.25;Диянчук: 6.7%, Лескин: 19.7%, Микулов: 4.8%, Селиванов: 6.1%, Степанов: 11.2%, Томчук: 10.8%, Фетисов: 35.3%
702;Самарский;Волжская-159;1540;55.26;Диянчук: 7.6%, Лескин: 15.9%, Микулов: 5.3%, Селиванов: 5.8%, Степанов: 9.8%, Томчук: 5.6%, Фетисов: 42.8%
703;Самарский;Волжская-159;1675;54.45;Диянчук: 5.4%, Лескин: 20.0%, Микулов: 6.7%, Селиванов: 4.6%, Степанов: 10.4%, Томчук: 7.1%, Фетисов: 39.0%
707;Самарский;Волжская-159;994;53.62;Диянчук: 5.2%, Лескин: 20.6%, Микулов: 3.8%, Селиванов: 6.8%, Степанов: 8.4%, Томчук: 9.8%, Фетисов: 41.1%
708;Самарский;Волжская-159;1234;68.56;Диянчук: 4.5%, Лескин: 9.6%, Микулов: 2.5%, Селиванов: 6.2%, Степанов: 2.6%, Томчук: 5.2%, Фетисов: 63.6%
709;Самарский;Волжская-159;2186;85.22;Диянчук: 1.8%, Лескин: 1.1%, Микулов: 1.1%, Селиванов: 3.1%, Степанов: 0.4%, Томчук: 7.0%, Фетисов: 83.6%
710;Самарский;Волжская-159;1942;55.77;Диянчук: 3.8%, Лескин: 22.1%, Микулов: 3.8%, Селиванов: 3.9%, Степанов: 6.6%, Томчук: 8.7%, Фетисов: 44.1%
711;Самарский;Волжская-159;798;75.31;Диянчук: 0.8%, Лескин: 9.3%, Микулов: 0.0%, Селиванов: 0.2%, Степанов: 2.7%, Томчук: 1.5%, Фетисов: 85.0%
712;Самарский;Волжская-159;2486;81.01;Диянчук: 0.4%, Лескин: 5.8%, Микулов: 0.6%, Селиванов: 0.5%, Степанов: 4.8%, Томчук: 2.6%, Фетисов: 85.4%
713;Самарский;Волжская-159;575;90.09;Диянчук: 1.0%, Лескин: 5.0%, Микулов: 1.0%, Селиванов: 0.6%, Степанов: 7.7%, Томчук: 0.4%, Фетисов: 84.4%
714;Самарский;Волжская-159;523;76.48;Диянчук: 1.5%, Лескин: 1.2%, Микулов: 2.5%, Селиванов: 2.5%, Степанов: 3.0%, Томчук: 3.2%, Фетисов: 85.2%
715;Самарский;Волжская-159;942;74.52;Диянчук: 4.8%, Лескин: 10.0%, Микулов: 3.6%, Селиванов: 3.9%, Степанов: 6.5%, Томчук: 8.6%, Фетисов: 60.8%
716;Самарский;Волжская-159;1275;74.98;Диянчук: 1.6%, Лескин: 7.6%, Микулов: 0.9%, Селиванов: 1.1%, Степанов: 0.8%, Томчук: 2.7%, Фетисов: 84.3%
717;Самарский;Волжская-159;944;82.20;Диянчук: 1.9%, Лескин: 3.5%, Микулов: 3.7%, Селиванов: 1.7%, Степанов: 2.6%, Томчук: 1.6%, Фетисов: 85.0%
719;Самарский;Волжская-159;1435;84.32;Диянчук: 0.5%, Лескин: 3.5%, Микулов: 0.9%, Селиванов: 0.7%, Степанов: 0.6%, Томчук: 1.2%, Фетисов: 86.3%
720;Самарский;Волжская-159;703;82.08;Диянчук: 1.7%, Лескин: 1.9%, Микулов: 4.0%, Селиванов: 2.4%, Степанов: 1.0%, Томчук: 1.6%, Фетисов: 87.3%
732;Самарский;Волжская-159;1503;80.64;Диянчук: 1.6%, Лескин: 4.7%, Микулов: 1.7%, Селиванов: 1.9%, Степанов: 1.3%, Томчук: 1.7%, Фетисов: 87.0%
736;Самарский;Волжская-159;2299;79.60;Диянчук: 2.7%, Лескин: 2.8%, Микулов: 1.9%, Селиванов: 2.1%, Степанов: 3.1%, Томчук: 3.8%, Фетисов: 83.5%
737;Самарский;Волжская-159;2375;85.22;Диянчук: 0.1%, Лескин: 0.1%, Микулов: 0.2%, Селиванов: 0.1%, Степанов: 0.1%, Томчук: 0.4%, Фетисов: 98.9%
739;Самарский;Волжская-159;644;63.51;Диянчук: 4.7%, Лескин: 13.0%, Микулов: 3.2%, Селиванов: 4.7%, Степанов: 9.5%, Томчук: 9.1%, Фетисов: 52.8%
740;Самарский;Волжская-159;906;54.64;Диянчук: 5.9%, Лескин: 12.3%, Микулов: 3.2%, Селиванов: 4.7%, Степанов: 8.1%, Томчук: 5.2%, Фетисов: 53.1%
743;Самарский;Волжская-159;633;81.83;Диянчук: 3.5%, Лескин: 1.0%, Микулов: 2.3%, Селиванов: 2.9%, Степанов: 3.3%, Томчук: 1.9%, Фетисов: 84.9%
744;Самарский;Волжская-159;373;82.04;Диянчук: 2.3%, Лескин: 3.9%, Микулов: 3.3%, Селиванов: 0.3%, Степанов: 3.3%, Томчук: 1.6%, Фетисов: 84.6%
745;Самарский;Волжская-159;2333;85.98;Диянчук: 0.6%, Лескин: 1.4%, Микулов: 0.8%, Селиванов: 1.0%, Степанов: 2.2%, Томчук: 1.9%, Фетисов: 92.1%
746;Самарский;Волжская-159;1217;54.15;Диянчук: 2.7%, Лескин: 12.9%, Микулов: 2.9%, Селиванов: 4.1%, Степанов: 8.8%, Томчук: 10.5%, Фетисов: 53.4%
747;Самарский;Волжская-159;2320;66.68;Диянчук: 2.3%, Лескин: 9.9%, Микулов: 3.0%, Селиванов: 3.8%, Степанов: 8.1%, Томчук: 6.8%, Фетисов: 63.7%
749;Самарский;Волжская-159;2128;85.06;Диянчук: 0.9%, Лескин: 0.7%, Микулов: 0.6%, Селиванов: 0.6%, Степанов: 1.8%, Томчук: 1.4%, Фетисов: 93.7%
750;Самарский;Волжская-159;1965;86.21;Диянчук: 0.7%, Лескин: 0.5%, Микулов: 2.1%, Селиванов: 0.3%, Степанов: 0.2%, Томчук: 1.8%, Фетисов: 94.4%
753;Самарский;Волжская-159;2367;90.33;Диянчук: 0.1%, Лескин: 0.1%, Микулов: 0.2%, Селиванов: 0.1%, Степанов: 0.3%, Томчук: 0.9%, Фетисов: 98.2%
1801;Самарский;Нефтегорская;882;92.29;Диянчук: 0.2%, Лескин: 15.0%, Микулов: 1.8%, Селиванов: 0.4%, Степанов: 1.2%, Томчук: 1.5%, Фетисов: 79.8%
1802;Самарский;Нефтегорская;782;85.17;Диянчук: 3.6%, Лескин: 13.7%, Микулов: 3.9%, Селиванов: 3.6%, Степанов: 4.8%, Томчук: 4.7%, Фетисов: 65.0%
1803;Самарский;Нефтегорская;822;81.27;Диянчук: 1.2%, Лескин: 12.3%, Микулов: 3.4%, Селиванов: 2.4%, Степанов: 5.4%, Томчук: 8.1%, Фетисов: 65.1%
1804;Самарский;Нефтегорская;253;82.21;Диянчук: 2.9%, Лескин: 20.7%, Микулов: 2.9%, Селиванов: 1.4%, Степанов: 1.0%, Томчук: 1.0%, Фетисов: 66.3%
1805;Самарский;Нефтегорская;122;87.70;Диянчук: 10.3%, Лескин: 12.2%, Микулов: 4.7%, Селиванов: 3.7%, Степанов: 1.9%, Томчук: 0.9%, Фетисов: 66.4%
1806;Самарский;Нефтегорская;825;93.94;Диянчук: 0.9%, Лескин: 14.8%, Микулов: 1.4%, Селиванов: 1.3%, Степанов: 3.0%, Томчук: 4.7%, Фетисов: 72.1%
1807;Самарский;Нефтегорская;620;81.13;Диянчук: 1.4%, Лескин: 7.4%, Микулов: 0.6%, Селиванов: 1.0%, Степанов: 1.2%, Томчук: 2.6%, Фетисов: 84.5%
1808;Самарский;Нефтегорская;839;82.84;Диянчук: 3.3%, Лескин: 11.8%, Микулов: 3.2%, Селиванов: 2.9%, Степанов: 4.9%, Томчук: 7.6%, Фетисов: 65.6%
1809;Самарский;Нефтегорская;881;86.83;Диянчук: 5.0%, Лескин: 9.0%, Микулов: 5.8%, Селиванов: 4.0%, Степанов: 4.0%, Томчук: 5.1%, Фетисов: 65.1%
1810;Самарский;Нефтегорская;815;82.82;Диянчук: 3.9%, Лескин: 14.5%, Микулов: 3.1%, Селиванов: 2.5%, Степанов: 3.7%, Томчук: 4.4%, Фетисов: 65.0%
1811;Самарский;Нефтегорская;198;85.86;Диянчук: 1.8%, Лескин: 28.2%, Микулов: 6.5%, Селиванов: 5.9%, Степанов: 7.7%, Томчук: 5.9%, Фетисов: 39.4%
1812;Самарский;Нефтегорская;1698;85.81;Диянчук: 2.6%, Лескин: 15.2%, Микулов: 0.9%, Селиванов: 1.0%, Степанов: 4.2%, Томчук: 7.7%, Фетисов: 66.7%
1813;Самарский;Нефтегорская;1662;52.11;Диянчук: 1.6%, Лескин: 14.2%, Микулов: 1.7%, Селиванов: 1.0%, Степанов: 2.0%, Томчук: 2.2%, Фетисов: 76.1%
1814;Самарский;Нефтегорская;1648;83.62;Диянчук: 2.0%, Лескин: 12.5%, Микулов: 2.0%, Селиванов: 2.5%, Степанов: 1.0%, Томчук: 8.7%, Фетисов: 65.8%
1815;Самарский;Нефтегорская;1610;81.30;Диянчук: 1.4%, Лескин: 7.7%, Микулов: 1.2%, Селиванов: 1.1%, Степанов: 1.4%, Томчук: 2.0%, Фетисов: 81.0%
1817;Самарский;Нефтегорская;578;89.62;Диянчук: 4.2%, Лескин: 11.4%, Микулов: 2.7%, Селиванов: 4.6%, Степанов: 4.8%, Томчук: 4.2%, Фетисов: 67.0%
1818;Самарский;Нефтегорская;1684;96.56;Диянчук: 2.5%, Лескин: 12.7%, Микулов: 2.7%, Селиванов: 3.1%, Степанов: 3.8%, Томчук: 5.0%, Фетисов: 67.7%
1819;Самарский;Нефтегорская;350;91.14;Диянчук: 3.1%, Лескин: 9.4%, Микулов: 1.6%, Селиванов: 2.5%, Степанов: 3.5%, Томчук: 2.2%, Фетисов: 67.1%
1821;Самарский;Нефтегорская;759;100.00;Диянчук: 0.5%, Лескин: 11.1%, Микулов: 5.8%, Селиванов: 3.3%, Степанов: 4.3%, Томчук: 6.1%, Фетисов: 68.9%
1822;Самарский;Нефтегорская;1507;81.88;Диянчук: 4.4%, Лескин: 14.2%, Микулов: 2.8%, Селиванов: 2.8%, Степанов: 3.2%, Томчук: 3.2%, Фетисов: 65.4%
1823;Самарский;Нефтегорская;153;83.01;Диянчук: 3.1%, Лескин: 9.4%, Микулов: 0.0%, Селиванов: 1.6%, Степанов: 9.4%, Томчук: 3.1%, Фетисов: 70.9%
1824;Самарский;Нефтегорская;785;77.07;Диянчук: 3.3%, Лескин: 10.6%, Микулов: 5.8%, Селиванов: 5.0%, Степанов: 4.1%, Томчук: 3.5%, Фетисов: 65.3%
1825;Самарский;Нефтегорская;121;92.56;Диянчук: 1.8%, Лескин: 2.7%, Микулов: 2.7%, Селиванов: 6.2%, Степанов: 5.4%, Томчук: 4.5%, Фетисов: 76.8%
1827;Самарский;Нефтегорская;862;91.07;Диянчук: 1.8%, Лескин: 11.7%, Микулов: 5.3%, Селиванов: 4.7%, Степанов: 6.2%, Томчук: 4.5%, Фетисов: 65.1%
1828;Самарский;Нефтегорская;569;87.17;Диянчук: 3.2%, Лескин: 15.1%, Микулов: 3.6%, Селиванов: 4.0%, Степанов: 9.5%, Томчук: 5.7%, Фетисов: 56.9%
1901;Самарский;Новокуйбышевская городская;1239;53.91;Диянчук: 3.8%, Лескин: 36.4%, Микулов: 3.3%, Селиванов: 3.5%, Степанов: 8.6%, Томчук: 13.5%, Фетисов: 25.5%
1902;Самарский;Новокуйбышевская городская;1608;49.88;Диянчук: 3.7%, Лескин: 35.5%, Микулов: 4.5%, Селиванов: 4.5%, Степанов: 7.1%, Томчук: 11.2%, Фетисов: 24.6%
1903;Самарский;Новокуйбышевская городская;1271;47.36;Диянчук: 3.2%, Лескин: 31.7%, Микулов: 4.5%, Селиванов: 5.3%, Степанов: 7.0%, Томчук: 14.9%, Фетисов: 26.4%
1904;Самарский;Новокуйбышевская городская;2315;49.76;Диянчук: 3.3%, Лескин: 34.2%, Микулов: 3.0%, Селиванов: 3.7%, Степанов: 9.7%, Томчук: 10.9%, Фетисов: 29.7%
1905;Самарский;Новокуйбышевская городская;1701;52.32;Диянчук: 3.5%, Лескин: 33.9%, Микулов: 2.6%, Селиванов: 4.3%, Степанов: 7.0%, Томчук: 15.3%, Фетисов: 26.9%
1906;Самарский;Новокуйбышевская городская;1562;56.21;Диянчук: 4.8%, Лескин: 32.8%, Микулов: 2.9%, Селиванов: 4.5%, Степанов: 9.7%, Томчук: 12.0%, Фетисов: 25.3%
1907;Самарский;Новокуйбышевская городская;942;46.28;Диянчук: 3.9%, Лескин: 28.9%, Микулов: 2.3%, Селиванов: 5.5%, Степанов: 9.7%, Томчук: 10.8%, Фетисов: 33.7%
1908;Самарский;Новокуйбышевская городская;1996;52.51;Диянчук: 3.1%, Лескин: 34.4%, Микулов: 3.5%, Селиванов: 5.0%, Степанов: 9.3%, Томчук: 13.3%, Фетисов: 27.0%
1909;Самарский;Новокуйбышевская городская;895;56.65;Диянчук: 4.1%, Лескин: 32.5%, Микулов: 2.0%, Селиванов: 5.3%, Степанов: 9.5%, Томчук: 10.4%, Фетисов: 29.4%
1910;Самарский;Новокуйбышевская городская;1696;52.95;Диянчук: 3.6%, Лескин: 33.1%, Микулов: 3.9%, Селиванов: 6.3%, Степанов: 8.2%, Томчук: 12.5%, Фетисов: 25.3%
1911;Самарский;Новокуйбышевская городская;1693;47.84;Диянчук: 2.0%, Лескин: 33.7%, Микулов: 4.0%, Селиванов: 5.3%, Степанов: 8.8%, Томчук: 11.2%, Фетисов: 27.9%
1912;Самарский;Новокуйбышевская городская;1622;54.38;Диянчук: 3.7%, Лескин: 35.5%, Микулов: 3.5%, Селиванов: 3.6%, Степанов: 7.8%, Томчук: 11.7%, Фетисов: 26.8%
1913;Самарский;Новокуйбышевская городская;1399;51.39;Диянчук: 3.5%, Лескин: 36.4%, Микулов: 2.9%, Селиванов: 3.5%, Степанов: 7.5%, Томчук: 14.1%, Фетисов: 26.4%
1914;Самарский;Новокуйбышевская городская;1375;52.80;Диянчук: 2.9%, Лескин: 34.2%, Микулов: 3.2%, Селиванов: 5.0%, Степанов: 10.2%, Томчук: 15.2%, Фетисов: 24.5%
1915;Самарский;Новокуйбышевская городская;2015;45.16;Диянчук: 3.7%, Лескин: 38.1%, Микулов: 3.6%, Селиванов: 4.2%, Степанов: 9.2%, Томчук: 11.9%, Фетисов: 22.8%
1916;Самарский;Новокуйбышевская городская;1878;49.04;Диянчук: 3.8%, Лескин: 34.7%, Микулов: 2.8%, Селиванов: 6.0%, Степанов: 8.7%, Томчук: 10.9%, Фетисов: 27.9%
1917;Самарский;Новокуйбышевская городская;1072;49.07;Диянчук: 3.6%, Лескин: 32.5%, Микулов: 3.0%, Селиванов: 3.6%, Степанов: 8.8%, Томчук: 12.2%, Фетисов: 28.9%
1918;Самарский;Новокуйбышевская городская;1319;50.49;Диянчук: 5.1%, Лескин: 32.2%, Микулов: 3.9%, Селиванов: 3.3%, Степанов: 9.2%, Томчук: 12.2%, Фетисов: 26.8%
1919;Самарский;Новокуйбышевская городская;1234;47.41;Диянчук: 2.9%, Лескин: 37.1%, Микулов: 4.3%, Селиванов: 3.4%, Степанов: 7.9%, Томчук: 10.9%, Фетисов: 24.6%
1920;Самарский;Новокуйбышевская городская;1709;47.86;Диянчук: 3.9%, Лескин: 31.3%, Микулов: 4.2%, Селиванов: 3.8%, Степанов: 10.9%, Томчук: 12.7%, Фетисов: 27.3%
1921;Самарский;Новокуйбышевская городская;1753;50.43;Диянчук: 3.7%, Лескин: 37.0%, Микулов: 3.6%, Селиванов: 4.5%, Степанов: 7.9%, Томчук: 10.8%, Фетисов: 26.2%
1922;Самарский;Новокуйбышевская городская;1541;49.32;Диянчук: 4.3%, Лескин: 34.6%, Микулов: 4.0%, Селиванов: 4.1%, Степанов: 9.9%, Томчук: 11.4%, Фетисов: 25.0%
1923;Самарский;Новокуйбышевская городская;1365;51.36;Диянчук: 4.6%, Лескин: 31.8%, Микулов: 3.7%, Селиванов: 4.7%, Степанов: 7.8%, Томчук: 9.7%, Фетисов: 30.8%
1924;Самарский;Новокуйбышевская городская;1395;45.66;Диянчук: 4.4%, Лескин: 28.3%, Микулов: 3.6%, Селиванов: 5.5%, Степанов: 8.8%, Томчук: 13.5%, Фетисов: 29.2%
1925;Самарский;Новокуйбышевская городская;1520;50.66;Диянчук: 4.7%, Лескин: 31.7%, Микулов: 3.2%, Селиванов: 4.8%, Степанов: 7.5%, Томчук: 14.6%, Фетисов: 26.4%
1926;Самарский;Новокуйбышевская городская;1153;53.08;Диянчук: 3.4%, Лескин: 40.7%, Микулов: 2.3%, Селиванов: 5.4%, Степанов: 7.8%, Томчук: 12.4%, Фетисов: 22.6%
1927;Самарский;Новокуйбышевская городская;1429;60.39;Диянчук: 2.1%, Лескин: 27.7%, Микулов: 2.9%, Селиванов: 3.8%, Степанов: 6.0%, Томчук: 12.6%, Фетисов: 40.8%
1928;Самарский;Новокуйбышевская городская;1804;46.29;Диянчук: 2.5%, Лескин: 15.9%, Микулов: 1.2%, Селиванов: 2.8%, Степанов: 4.0%, Томчук: 7.1%, Фетисов: 63.4%
1929;Самарский;Новокуйбышевская городская;1453;46.25;Диянчук: 4.6%, Лескин: 33.6%, Микулов: 2.2%, Селиванов: 4.5%, Степанов: 9.2%, Томчук: 11.5%, Фетисов: 27.2%
1930;Самарский;Новокуйбышевская городская;1756;52.90;Диянчук: 3.5%, Лескин: 29.2%, Микулов: 2.8%, Селиванов: 5.6%, Степанов: 8.7%, Томчук: 14.6%, Фетисов: 31.2%
1931;Самарский;Новокуйбышевская городская;1490;52.48;Диянчук: 4.5%, Лескин: 27.9%, Микулов: 3.6%, Селиванов: 5.0%, Степанов: 9.0%, Томчук: 15.7%, Фетисов: 28.5%
1932;Самарский;Новокуйбышевская городская;1401;49.68;Диянчук: 3.2%, Лескин: 31.3%, Микулов: 3.0%, Селиванов: 4.0%, Степанов: 10.8%, Томчук: 14.7%, Фетисов: 26.3%
